270;1920
10690;1920
10866;2021
9261;2022
10619;2025
10611;2126
9259;2225
13;2226
10583;2228
10869;2324
10595;2328
9197;2425
9160;2426
9162;2426
10585;2526
17;2627
9260;2629
15;2728
9166;2728
9147;2829
18;2831
9253;2930
10651;3015
10795;3031
1400;6626
2904;9325
9182;101126
9181;101127
9156;101241
9210;101346
10664;111214
10668;111217
9208;111837
9164;121318
10563;121339
9199;131934
10665;141415
9171;141511
9200;141533
9190;141651
10558;151616
9188;151626
9157;151642
9207;151828
10671;151920
9146;161644
9152;161720
10560;161725
10694;161810
9168;181935
9195;182171
10663;192010
9185;192013
9186;192014
9176;192031
9209;192047
9170;202112
10678;202231
9173;202237
9194;203170
9151;212232
9154;212233
9202;212310
9153;212319
9198;222319
9204;222418
9203;232412
9180;232528
9155;232634
10561;242626
9189;242746
9211;242748
10693;252633
9165;252726
9174;252838
9187;262716
9172;262718
10669;262721
10670;263023
9150;272817
10685;273010
9183;293130
9428;10
10648;10
10771;10
10947;10
9429;11
10654;11
10770;11
10889;11
10931;11
10948;11
9430;12
10769;12
10890;12
9431;13
10622;14
10891;14
587;15
724;15
10950;15
586;16
10684;16
725;17
10913;17
537;18
726;18
2090;18
10932;18
10949;19
10954;19
10799;20
10861;20
10870;20
10871;20
10914;20
10953;20
10800;21
10858;21
10872;21
656;22
7029;22
9370;22
10798;22
10819;22
10859;22
9371;23
10801;23
10820;23
10860;23
9372;24
10691;25
10825;25
561;26
10802;26
10857;26
10778;27
10856;27
6039;28
10753;28
10777;28
10797;28
945;29
9446;29
10564;29
10776;29
10796;29
10821;29
10846;29
651;30
946;30
9143;30
9447;30
10647;30
10677;30
10688;30
10726;30
10783;30
10822;30
10845;30
10920;30
652;31
947;31
2091;31
9448;31
10784;31
10823;31
10844;31
10898;31
10919;31
948;32
10824;32
10843;32
10897;32
10918;32
10935;32
653;33
949;33
10750;33
10779;33
10805;33
10828;33
10896;33
10917;33
654;34
950;34
10781;34
10827;34
10936;34
562;35
655;35
951;35
10780;35
10806;35
9145;36
9315;36
9445;36
10782;36
10807;36
10829;36
2322;37
9348;37
10847;37
2321;38
9347;38
10788;38
10809;38
10848;38
10943;38
2320;39
9313;39
9367;39
9441;39
10832;39
10921;39
10942;39
9314;40
9349;40
9442;40
10729;40
10766;40
10808;40
10831;40
10899;40
10922;40
10941;40
9443;41
10830;41
10900;41
10833;42
10901;42
2324;43
9444;43
10755;43
10902;43
2325;44
10754;44
10756;44
10812;44
10903;44
10926;44
1165;45
3606;45
10757;45
3605;46
7444;46
10813;46
3607;47
10814;47
1166;48
3608;48
7445;48
9316;48
10878;48
10908;48
1167;49
2323;49
9317;49
10877;49
10907;49
1168;50
2535;50
9454;50
10879;50
10927;50
1169;51
2536;51
9354;51
9455;51
10764;51
10928;51
9355;52
10760;52
9356;53
10761;53
10762;55
10763;55
10765;56
2533;58
3109;58
9336;58
10906;58
7;59
2534;59
3851;59
9334;59
3850;60
9335;60
8;61
1397;61
9;62
1396;62
10;63
1399;63
9337;63
1398;64
9357;64
11;65
2686;66
9192;66
9338;66
9358;66
1402;67
9193;67
1401;68
2687;68
2688;69
6978;69
2689;70
6979;70
2690;71
6980;71
2691;72
6981;72
2692;73
6982;73
6983;74
266;75
4097;75
4098;77
267;78
4099;78
2902;90
2903;91
265;96
4287;100
4288;101
4289;102
4420;103
1009;132
585;223
9196;1010
10867;1010
10676;1011
10197;1019
19;1112
16;1213
9175;1213
9144;1240
6008;1309
10584;1314
10680;1316
10637;1324
1370;1370
723;1414
10689;1416
7192;1418
10596;1419
271;1520
9179;1619
5101;1678
5102;1679
5103;1680
9169;1718
7211;1719
9163;1719
9712;1747
3478;1754
8539;1768
7502;1777
7503;1778
6043;1779
11639;1792
3500;1796
3525;1796
975;1799
2010;1799
2760;1799
5531;1799
6106;1799
6349;1799
6777;1799
6851;1799
8012;1799
8014;1799
8077;1799
9281;1799
9282;1799
9689;1799
9691;1799
10106;1799
10108;1799
10292;1799
10620;1799
10707;1799
11217;1799
11218;1799
11543;1799
11976;1799
1;1836
2;1836
3;1840
4;1840
5;1823
6;1823
12;1830
14;1831
20;1834
21;1834
22;1834
23;1834
24;1834
25;1834
26;1834
27;1834
28;1834
29;1835
30;1835
31;1835
32;1835
33;1835
34;1835
35;1835
36;1823
37;1823
38;1835
39;1835
40;1800
41;1801
42;1835
43;1835
44;1835
45;1835
46;1836
47;1836
48;1836
49;1836
50;1836
51;1836
52;1836
53;1836
54;1836
55;1836
56;1836
57;1836
58;1837
59;1837
60;1823
61;1823
62;1802
63;1802
64;1837
65;1837
66;1837
67;1837
68;1837
69;1837
70;1837
71;1838
72;1838
73;1838
74;1838
75;1838
76;1838
77;1838
78;1838
79;1838
80;1838
81;1838
82;1839
83;1839
84;1803
85;1803
86;1804
87;1823
88;1823
89;1839
90;1839
91;1839
92;1839
93;1839
94;1839
95;1839
96;1839
97;1840
98;1840
99;1840
100;1840
101;1840
102;1840
103;1840
104;1840
105;1840
106;1840
107;1805
108;1804
109;1804
110;1840
111;1840
112;1800
113;1800
114;1801
115;1801
116;1801
117;1801
118;1801
119;1802
120;1802
121;1802
122;1802
123;1803
124;1803
125;1803
126;1803
127;1804
128;1804
129;1806
130;1806
131;1805
132;1804
133;1804
134;1805
135;1805
136;1805
137;1805
138;1805
139;1805
140;1805
141;1805
142;1806
143;1806
144;1806
145;1806
146;1806
147;1806
148;1807
149;1807
150;1807
151;1807
152;1806
153;1807
154;1807
155;1807
156;1807
157;1807
158;1808
159;1808
160;1808
161;1808
162;1808
163;1809
164;1809
165;1809
166;1809
167;1810
168;1811
169;1811
170;1811
171;1812
172;1805
173;1818
174;1813
175;1807
176;1808
177;1807
178;1813
179;1814
180;1814
181;1817
182;1817
183;1817
184;1817
185;1818
186;1818
187;1818
188;1818
189;1818
190;1818
191;1818
192;1818
193;1818
194;1818
195;1818
196;1818
197;1818
198;1819
199;1818
200;1819
201;1819
202;1819
203;1819
204;1819
205;1819
206;1818
207;1819
208;1819
209;1819
210;1819
211;1819
212;1819
213;1819
214;1819
215;1820
216;1820
217;1820
218;1808
219;1821
220;1822
221;1822
222;1822
223;1822
224;1822
225;1823
226;1823
227;1823
228;1823
229;1824
230;1824
231;1824
232;1824
233;1825
234;1825
235;1825
236;1825
237;1826
238;1826
239;1826
240;1827
241;1809
242;1809
243;1827
244;1827
245;1828
246;1828
247;1828
248;1828
249;1828
250;1828
251;1829
252;1829
253;1829
254;1829
255;1830
256;1830
257;1830
258;1831
259;1831
260;1831
261;1831
262;1832
263;1823
264;1823
268;1810
269;1810
272;1832
273;1832
274;1832
275;1833
276;1833
277;1833
278;1833
279;1834
280;1834
281;1834
282;1834
283;1834
284;1835
285;1835
286;1835
287;1835
288;1835
289;1835
290;1836
291;1836
292;1810
293;1810
294;1811
295;1837
296;1838
297;1838
298;1839
299;1839
300;1839
301;1839
302;1839
303;1840
304;1840
305;1840
306;1840
307;1840
308;1841
309;1815
310;1815
311;1816
312;1811
313;1817
314;1817
315;1817
316;1817
317;1817
318;1804
319;1804
320;1804
321;1804
322;1804
323;1804
324;1804
325;1804
326;1804
327;1804
328;1804
329;1804
330;1805
331;1805
332;1805
333;1805
334;1812
335;1811
336;1811
337;1805
338;1805
339;1805
340;1805
341;1805
342;1805
343;1805
344;1805
345;1805
346;1805
347;1805
348;1805
349;1805
350;1805
351;1805
352;1806
353;1806
354;1806
355;1806
356;1806
357;1812
358;1806
359;1806
360;1806
361;1806
362;1806
363;1806
364;1806
365;1806
366;1806
367;1807
368;1807
369;1807
370;1807
371;1807
372;1807
373;1807
374;1807
375;1807
376;1807
377;1807
378;1812
379;1812
380;1807
381;1807
382;1807
383;1807
384;1807
385;1807
386;1808
387;1808
388;1808
389;1808
390;1808
391;1808
392;1808
393;1808
394;1808
395;1808
396;1808
397;1808
398;1809
399;1809
400;1813
401;1812
402;1813
403;1809
404;1809
405;1809
